Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Exchange rate""]), 5, CONTINUE_ON_FAILURE)",,Verify Exchange Rate,,2024-03-07 14:13:54,2024-03-07 14:13:55,0.749s,PASSED
"currency_TextMsg = getText(findTestObject(""General/android.widget.TextView _Conversion""), 0, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:13:55,2024-03-07 14:13:56,0.673s,PASSED
comment(currency_TextMsg),,TC067 - Validate Exchange Rate value when amount 1 change,,2024-03-07 14:13:56,2024-03-07 14:13:56,0.016s,PASSED
roundedNumber = Validation.convertUSDToMYR(currency_TextMsg),,,,2024-03-07 14:13:56,2024-03-07 14:13:56,0.035s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Conversion fee""]), 5, CONTINUE_ON_FAILURE)",,Verify the Coversion Fee,,2024-03-07 14:13:56,2024-03-07 14:13:56,0.181s,PASSED
"Conversion_Fee = getText(findTestObject(""SOW2-Market Order/ConversionFee_Text""), 5, CONTINUE_ON_FAILURE)",,get Conversion Fee,,2024-03-07 14:13:56,2024-03-07 14:13:56,0.202s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Total to pay""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:13:56,2024-03-07 14:13:56,0.175s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""MYR 50.00""]), 5, CONTINUE_ON_FAILURE)",,Verify the coversion MYR,,2024-03-07 14:13:56,2024-03-07 14:13:56,0.201s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Amount to receive""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:13:56,2024-03-07 14:13:57,0.217s,PASSED
"verifyElementExist(findTestObject(""General/android.widget.EditText _AmountReceived"", [""text"":roundedNumber]), 5, CONTINUE_ON_FAILURE)",,TC079 -  Validate the correct currency on amount to receive,,2024-03-07 14:13:57,2024-03-07 14:13:57,0.226s,PASSED
takeScreenshot(),,,,2024-03-07 14:13:57,2024-03-07 14:13:57,0.491s,PASSED
"tap(findTestObject(""SOW2-Market Order/android.widget.Dynamic_Button"", [""text"":""Next""]), 0, CONTINUE_ON_FAILURE)",,Tap Next,,2024-03-07 14:13:57,2024-03-07 14:13:58,0.267s,PASSED
"waitForElementPresent(findTestObject(""Global Account Page/dynamicText"", [""text"":""Step 2 of 2""]), 5, CONTINUE_ON_FAILURE)",,Verify Step 2 of 2 page,,2024-03-07 14:13:58,2024-03-07 14:13:58,0.739s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Step 2 of 2""]), 5, CONTINUE_ON_FAILURE)",,Verify Account Selection Page,,2024-03-07 14:13:58,2024-03-07 14:13:59,0.176s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""USD/MYR""]), 5, CONTINUE_ON_FAILURE)",,Check the USD/MYR,,2024-03-07 14:13:59,2024-03-07 14:13:59,0.190s,PASSED
"verifyElementExist(findTestObject(""SOW2-Market Order/android.widget.TextView - Im converting""), 5, CONTINUE_ON_FAILURE)",,Verify Im coverting label,,2024-03-07 14:13:59,2024-03-07 14:13:59,0.207s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""MYR 50.00""]), 5, CONTINUE_ON_FAILURE)",,Verify MYR,,2024-03-07 14:13:59,2024-03-07 14:14:00,0.676s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transfer from""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:00,2024-03-07 14:14:00,0.205s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transfer to""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:00,2024-03-07 14:14:00,0.187s,PASSED
utilities.Mobile_Keywords.scrollFromTopToBottom(),,,,2024-03-07 14:14:00,2024-03-07 14:14:06,6.327s,PASSED
takeScreenshot(),,,,2024-03-07 14:14:06,2024-03-07 14:14:07,0.511s,PASSED
"tap(findTestObject(""SOW2-Market Order/android.widget.Dynamic_Button"", [""text"":""Get Quote""]), 0, CONTINUE_ON_FAILURE)",,Tap to get qoute,,2024-03-07 14:14:07,2024-03-07 14:14:07,0.246s,PASSED
"currency_TextMsg1 = getText(findTestObject(""General/android.widget.TextView _Conversion""), 0, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:07,2024-03-07 14:14:11,4.158s,PASSED
roundedNumber1 = Validation.convertUSDToMYR(currency_TextMsg1),,,,2024-03-07 14:14:11,2024-03-07 14:14:11,0.003s,PASSED
"waitForElementPresent(findTestObject(""Global Account Page/dynamicText"", [""text"":""Confirmation""]), 5, CONTINUE_ON_FAILURE)",,Wait for confirmation page to show,,2024-03-07 14:14:11,2024-03-07 14:14:12,0.262s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transfer from""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:12,2024-03-07 14:14:12,0.178s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Global Access Account-i (MYR)""]), 5, CONTINUE_ON_FAILURE)",,Verify Transfer from is showing Global Access Account-i,,2024-03-07 14:14:12,2024-03-07 14:14:12,0.199s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transfer to""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:12,2024-03-07 14:14:13,0.681s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Global Access Account-i (USD)""]), 5, CONTINUE_ON_FAILURE)",,Verify Transfer TO is showing Global Access Account-i,,2024-03-07 14:14:13,2024-03-07 14:14:13,0.303s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Amount to receive""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:13,2024-03-07 14:14:14,0.713s,PASSED
"println(""below is the rounded number"" + roundedNumber1)",,,,2024-03-07 14:14:14,2024-03-07 14:14:14,0.016s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""USD "" + roundedNumber1]), 5, CONTINUE_ON_FAILURE)",,Verify the Conversion Amount USD,,2024-03-07 14:14:14,2024-03-07 14:14:14,0.205s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction type""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:14,2024-03-07 14:14:14,0.181s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Currency Conversion""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:14,2024-03-07 14:14:15,0.702s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""I have read and agree to the BNM Foreign Exchange Rules, I accept the declaration as well as the Terms & Conditions for this transfer.""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:15,2024-03-07 14:14:20,5.192s,FAILED
takeScreenshot(CONTINUE_ON_FAILURE),,,,2024-03-07 14:14:20,2024-03-07 14:14:20,0.497s,PASSED
"tap(findTestObject(""SOW2-Market Order/android.view.View - I have read and agree to the BNM Foreign Exchange Rules, I accept the declaration as well as the Terms  Conditions for this transfer""), 0, CONTINUE_ON_FAILURE)",,Confirm Term & Condition,,2024-03-07 14:14:20,2024-03-07 14:14:21,0.464s,PASSED
utilities.Mobile_Keywords.scrollFromTopToBottom(),,,,2024-03-07 14:14:21,2024-03-07 14:14:27,6.375s,PASSED
"tap(findTestObject(""SOW2-Market Order/android.widget.Dynamic_Button"", [""text"":""Confirm""]), 0, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:27,2024-03-07 14:14:28,0.576s,PASSED
"waitForElementPresent(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction Successful""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:28,2024-03-07 14:14:33,5.030s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction Successful""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:33,2024-03-07 14:14:33,0.164s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Reference ID""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:33,2024-03-07 14:14:33,0.162s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Order ID""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:33,2024-03-07 14:14:33,0.151s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Date & time""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:33,2024-03-07 14:14:34,0.185s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Converted from""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:34,2024-03-07 14:14:34,0.147s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Amount received""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:34,2024-03-07 14:14:34,0.176s,PASSED
CurrentDate = Validation.datetime(),,,,2024-03-07 14:14:34,2024-03-07 14:14:34,0.058s,PASSED
"comment(""The Current Date is "" + CurrentDate)",,,,2024-03-07 14:14:34,2024-03-07 14:14:34,0.003s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""USD "" + roundedNumber1]), 5, CONTINUE_ON_FAILURE)",,Verify the Conversion Amount USD,,2024-03-07 14:14:34,2024-03-07 14:14:34,0.179s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Exchange rate""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:34,2024-03-07 14:14:34,0.147s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction type""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:34,2024-03-07 14:14:34,0.154s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Currency Conversion""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:34,2024-03-07 14:14:35,0.192s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Share Receipt""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:35,2024-03-07 14:14:35,0.126s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Done""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:35,2024-03-07 14:14:35,0.155s,PASSED
takeScreenshot(CONTINUE_ON_FAILURE),,,,2024-03-07 14:14:35,2024-03-07 14:14:35,0.476s,PASSED
"tap(findTestObject(""Global Account Page/dynamicText"", [""text"":""Share Receipt""]), 0, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:35,2024-03-07 14:14:36,0.193s,PASSED
"waitForElementPresent(findTestObject(""Global Account Page/dynamicText"", [""text"":""Currency Exchange""]), 5, CONTINUE_ON_FAILURE)",,Wait for Share Receipt to show,,2024-03-07 14:14:36,2024-03-07 14:14:38,2.427s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Completed""]), 5, CONTINUE_ON_FAILURE)",,Receipt show successful,,2024-03-07 14:14:38,2024-03-07 14:14:38,0.239s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Currency Exchange""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:38,2024-03-07 14:14:39,0.302s,PASSED
takeScreenshot(),,,,2024-03-07 14:14:39,2024-03-07 14:14:39,0.489s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""From account""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:39,2024-03-07 14:14:39,0.187s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Global Access Account-i (MYR)

9000 0002 1160""]), 5, CONTINUE_ON_FAILURE)",,Check Global Access Account-i(MYR),,2024-03-07 14:14:39,2024-03-07 14:14:44,5.070s,FAILED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""To account""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:44,2024-03-07 14:14:44,0.196s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Global Access Account-i (USD)

9000 0002 1160""]), 5, CONTINUE_ON_FAILURE)",,Check Global Access Account-i(USD),,2024-03-07 14:14:44,2024-03-07 14:14:50,5.095s,FAILED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction type""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:50,2024-03-07 14:14:50,0.607s,PASSED
utilities.Mobile_Keywords.scrollFromTopToBottom(),,,,2024-03-07 14:14:50,2024-03-07 14:14:57,6.426s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":Conversion_Fee]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:57,2024-03-07 14:14:57,0.271s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Currency Conversion""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:57,2024-03-07 14:14:57,0.238s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Amount received""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:57,2024-03-07 14:14:57,0.209s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""USD "" + roundedNumber1]), 5, CONTINUE_ON_FAILURE)",,Verify the Conversion Amount USD,,2024-03-07 14:14:57,2024-03-07 14:14:57,0.153s,PASSED
takeScreenshot(),,,,2024-03-07 14:14:57,2024-03-07 14:14:58,0.543s,PASSED
"tap(findTestObject(""Market Order Page/android.widget.ImageViewBack_Button""), 0, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:58,2024-03-07 14:14:58,0.255s,PASSED
"waitForElementPresent(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction Successful""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:14:58,2024-03-07 14:15:00,1.404s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction Successful""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:15:00,2024-03-07 14:15:00,0.223s,PASSED
takeScreenshot(),,,,2024-03-07 14:15:00,2024-03-07 14:15:00,0.474s,PASSED
Validation.push_notification(),,,,2024-03-07 14:15:00,2024-03-07 14:15:16,15.294s,PASSED
"tap(findTestObject(""Global Account Page/dynamicText"", [""text"":""Done""]), 0, CONTINUE_ON_FAILURE)",,,,2024-03-07 14:15:16,2024-03-07 14:15:27,11.126s,PASSED
