Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""I have read and agree to the BNM Foreign Exchange Rules, I accept the declaration as well as the Terms & Conditions for this transfer.""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:25,2024-03-13 10:24:31,5.883s,FAILED
takeScreenshot(CONTINUE_ON_FAILURE),,,,2024-03-13 10:24:31,2024-03-13 10:24:31,0.462s,PASSED
"tap(findTestObject(""SOW2-Market Order/android.view.View - I have read and agree to the BNM Foreign Exchange Rules, I accept the declaration as well as the Terms  Conditions for this transfer""), 0, CONTINUE_ON_FAILURE)",,Confirm Term & Condition,,2024-03-13 10:24:31,2024-03-13 10:24:32,0.652s,PASSED
utilities.Mobile_Keywords.scrollFromTopToBottom(),,,,2024-03-13 10:24:32,2024-03-13 10:24:38,6.288s,PASSED
"tap(findTestObject(""SOW2-Market Order/android.widget.Dynamic_Button"", [""text"":""Confirm""]), 0, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:38,2024-03-13 10:24:39,0.643s,PASSED
"waitForElementPresent(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction Successful""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:39,2024-03-13 10:24:44,5.098s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction Successful""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:44,2024-03-13 10:24:44,0.143s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Reference ID""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:44,2024-03-13 10:24:44,0.150s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Order ID""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:44,2024-03-13 10:24:44,0.153s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Date & time""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:44,2024-03-13 10:24:45,0.135s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Converted from""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:45,2024-03-13 10:24:45,0.152s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Amount received""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:45,2024-03-13 10:24:45,0.162s,PASSED
CurrentDate = Validation.datetime(),,,,2024-03-13 10:24:45,2024-03-13 10:24:45,0.073s,PASSED
"comment(""The Current Date is "" + CurrentDate)",,,,2024-03-13 10:24:45,2024-03-13 10:24:45,0.002s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""USD "" + roundedNumber1]), 5, CONTINUE_ON_FAILURE)",,Verify the Conversion Amount USD,,2024-03-13 10:24:45,2024-03-13 10:24:45,0.155s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Exchange rate""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:45,2024-03-13 10:24:45,0.132s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction type""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:45,2024-03-13 10:24:45,0.149s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Currency Conversion""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:45,2024-03-13 10:24:45,0.154s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Share Receipt""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:45,2024-03-13 10:24:46,0.161s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Done""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:46,2024-03-13 10:24:46,0.136s,PASSED
takeScreenshot(CONTINUE_ON_FAILURE),,,,2024-03-13 10:24:46,2024-03-13 10:24:46,0.470s,PASSED
"tap(findTestObject(""Global Account Page/dynamicText"", [""text"":""Share Receipt""]), 0, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:46,2024-03-13 10:24:46,0.226s,PASSED
"waitForElementPresent(findTestObject(""Global Account Page/dynamicText"", [""text"":""Currency Exchange""]), 5, CONTINUE_ON_FAILURE)",,Wait for Share Receipt to show,,2024-03-13 10:24:46,2024-03-13 10:24:49,2.327s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Completed""]), 5, CONTINUE_ON_FAILURE)",,Receipt show successful,,2024-03-13 10:24:49,2024-03-13 10:24:49,0.176s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Currency Exchange""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:49,2024-03-13 10:24:49,0.273s,PASSED
takeScreenshot(),,,,2024-03-13 10:24:49,2024-03-13 10:24:50,0.430s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""From account""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:50,2024-03-13 10:24:50,0.155s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Global Access Account-i (MYR)

9000 0002 1160""]), 5, CONTINUE_ON_FAILURE)",,Check Global Access Account-i(MYR),,2024-03-13 10:24:50,2024-03-13 10:24:55,5.131s,FAILED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""To account""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:24:55,2024-03-13 10:24:55,0.232s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Global Access Account-i (USD)

9000 0002 1160""]), 5, CONTINUE_ON_FAILURE)",,Check Global Access Account-i(USD),,2024-03-13 10:24:55,2024-03-13 10:25:00,5.121s,FAILED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction type""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:25:00,2024-03-13 10:25:01,0.186s,PASSED
utilities.Mobile_Keywords.scrollFromTopToBottom(),,,,2024-03-13 10:25:01,2024-03-13 10:25:07,6.391s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":Conversion_Fee]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:25:07,2024-03-13 10:25:07,0.232s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Currency Conversion""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:25:07,2024-03-13 10:25:07,0.160s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Amount received""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:25:07,2024-03-13 10:25:07,0.188s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""USD "" + roundedNumber1]), 5, CONTINUE_ON_FAILURE)",,Verify the Conversion Amount USD,,2024-03-13 10:25:07,2024-03-13 10:25:08,0.154s,PASSED
takeScreenshot(),,,,2024-03-13 10:25:08,2024-03-13 10:25:08,0.493s,PASSED
"tap(findTestObject(""Market Order Page/android.widget.ImageViewBack_Button""), 0, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:25:08,2024-03-13 10:25:08,0.280s,PASSED
"waitForElementPresent(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction Successful""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:25:08,2024-03-13 10:25:10,1.235s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction Successful""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:25:10,2024-03-13 10:25:10,0.251s,PASSED
takeScreenshot(),,,,2024-03-13 10:25:10,2024-03-13 10:25:10,0.490s,PASSED
Validation.push_notification(),,,,2024-03-13 10:25:10,2024-03-13 10:25:28,17.310s,PASSED
"tap(findTestObject(""Global Account Page/dynamicText"", [""text"":""Done""]), 0, CONTINUE_ON_FAILURE)",,,,2024-03-13 10:25:28,2024-03-13 10:25:29,1.521s,PASSED
