Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Amount to receive""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:37:49,2024-03-05 15:37:49,0.111s,PASSED
"verifyElementExist(findTestObject(""General/android.widget.EditText _AmountReceived"", [""text"":roundedNumber]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:37:49,2024-03-05 15:37:49,0.185s,PASSED
takeScreenshot(),,,,2024-03-05 15:37:49,2024-03-05 15:37:50,0.451s,PASSED
"tap(findTestObject(""SOW2-Market Order/android.widget.Dynamic_Button"", [""text"":""Next""]), 0, CONTINUE_ON_FAILURE)",,Tap Next,,2024-03-05 15:37:50,2024-03-05 15:37:50,0.154s,PASSED
"swipe(450, 884, 0, 884, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:37:50,2024-03-05 15:37:51,1.263s,PASSED
"tap(findTestObject(""Global Account Page/dynamicText"", [""text"":""Current Account-i (MYR)""]), 0, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:37:51,2024-03-05 15:37:52,0.426s,PASSED
takeScreenshot(),,,,2024-03-05 15:37:52,2024-03-05 15:37:52,0.383s,PASSED
"tap(findTestObject(""SOW2-Market Order/android.widget.Dynamic_Button"", [""text"":""Get Quote""]), 0, CONTINUE_ON_FAILURE)",,Tap to get qoute,,2024-03-05 15:37:52,2024-03-05 15:37:52,0.346s,PASSED
"waitForElementPresent(findTestObject(""Global Account Page/dynamicText"", [""text"":""Confirmation""]), 5, CONTINUE_ON_FAILURE)",,Wait for confirmation page to show,,2024-03-05 15:37:52,2024-03-05 15:37:54,1.771s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Confirmation""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:37:54,2024-03-05 15:37:54,0.131s,PASSED
"currency_TextMsg1 = getText(findTestObject(""General/android.widget.TextView _Conversion""), 0, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:37:54,2024-03-05 15:37:54,0.136s,PASSED
"roundedNumber1 = Validation.staffConvertUSDToMYR(currency_TextMsg1, 10.00)",,,,2024-03-05 15:37:54,2024-03-05 15:37:54,0.002s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transfer from""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:37:54,2024-03-05 15:37:55,0.151s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Current Account-i (MYR)""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:37:55,2024-03-05 15:37:55,0.090s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transfer to""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:37:55,2024-03-05 15:37:55,0.078s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Global Access Account-i (USD)""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 15:37:55,2024-03-05 15:37:55,0.667s,PASSED
