Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""USD "" + roundedNumber1]), 5, CONTINUE_ON_FAILURE)",,Verify the Conversion Amount USD,,2024-03-07 11:49:13,2024-03-07 11:49:13,0.084s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Exchange rate""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:49:13,2024-03-07 11:49:13,0.080s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction type""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:49:13,2024-03-07 11:49:13,0.075s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Currency Conversion""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:49:13,2024-03-07 11:49:14,0.080s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Share Receipt""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:49:14,2024-03-07 11:49:14,0.073s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Done""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:49:14,2024-03-07 11:49:14,0.080s,PASSED
takeScreenshot(CONTINUE_ON_FAILURE),,,,2024-03-07 11:49:14,2024-03-07 11:49:14,0.430s,PASSED
"tap(findTestObject(""Global Account Page/dynamicText"", [""text"":""Share Receipt""]), 0, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:49:14,2024-03-07 11:49:14,0.164s,PASSED
"waitForElementPresent(findTestObject(""Global Account Page/dynamicText"", [""text"":""Currency Exchange""]), 5, CONTINUE_ON_FAILURE)",,Wait for Share Receipt to show,,2024-03-07 11:49:14,2024-03-07 11:49:17,2.373s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Completed""]), 5, CONTINUE_ON_FAILURE)",,Receipt show successful,,2024-03-07 11:49:17,2024-03-07 11:49:17,0.084s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Currency Exchange""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:49:17,2024-03-07 11:49:17,0.086s,PASSED
takeScreenshot(),,,,2024-03-07 11:49:17,2024-03-07 11:49:17,0.513s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""From account""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:49:17,2024-03-07 11:49:18,0.921s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Global Access Account-i (MYR)

9000 0002 1160""]), 5, CONTINUE_ON_FAILURE)",,Check Global Access Account-i(MYR),,2024-03-07 11:49:18,2024-03-07 11:49:23,5.117s,FAILED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""To account""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:49:23,2024-03-07 11:49:24,0.129s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Global Access Account-i (USD)

9000 0002 1160""]), 5, CONTINUE_ON_FAILURE)",,Check Global Access Account-i(USD),,2024-03-07 11:49:24,2024-03-07 11:49:29,5.077s,FAILED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction type""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:49:29,2024-03-07 11:49:29,0.096s,PASSED
utilities.Mobile_Keywords.scrollFromTopToBottom(),,,,2024-03-07 11:49:29,2024-03-07 11:49:35,6.719s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":Conversion_Fee]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:49:35,2024-03-07 11:49:36,0.114s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Currency Conversion""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:49:36,2024-03-07 11:49:36,0.170s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Amount received""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:49:36,2024-03-07 11:49:36,0.153s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""USD "" + roundedNumber1]), 5, CONTINUE_ON_FAILURE)",,Verify the Conversion Amount USD,,2024-03-07 11:49:36,2024-03-07 11:49:36,0.142s,PASSED
takeScreenshot(),,,,2024-03-07 11:49:36,2024-03-07 11:49:36,0.438s,PASSED
"tap(findTestObject(""Market Order Page/android.widget.ImageViewBack_Button""), 0, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:49:36,2024-03-07 11:49:37,0.122s,PASSED
"waitForElementPresent(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction Successful""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:49:37,2024-03-07 11:49:38,1.098s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction Successful""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:49:38,2024-03-07 11:49:38,0.090s,PASSED
takeScreenshot(),,,,2024-03-07 11:49:38,2024-03-07 11:49:38,0.404s,PASSED
Validation.push_notification(),,,,2024-03-07 11:49:38,2024-03-07 11:50:12,33.758s,FAILED
"tap(findTestObject(""Global Account Page/dynamicText"", [""text"":""Done""]), 0, CONTINUE_ON_FAILURE)",,,,2024-03-07 11:50:12,2024-03-07 11:50:12,0.264s,PASSED
