Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"waitForElementPresent(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction Successful""]), 0, CONTINUE_ON_FAILURE)",,Transaction successful page,,2024-03-05 13:50:37,2024-03-05 13:50:42,4.965s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Transaction Successful""]), 0, CONTINUE_ON_FAILURE)",,,,2024-03-05 13:50:42,2024-03-05 13:50:42,0.107s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Reference ID""]), 0, CONTINUE_ON_FAILURE)",,,,2024-03-05 13:50:42,2024-03-05 13:50:42,0.101s,PASSED
"reference_id = getText(findTestObject(""Market Order Page/android.widget.TextView - Reference ID""), 0, CONTINUE_ON_FAILURE)",,Get ReferenceID,,2024-03-05 13:50:42,2024-03-05 13:50:42,0.095s,PASSED
"comment(""The Reference Number"" + reference_id)",,,,2024-03-05 13:50:42,2024-03-05 13:50:42,0.001s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Done""]), 0, CONTINUE_ON_FAILURE)",,,,2024-03-05 13:50:42,2024-03-05 13:50:42,0.115s,PASSED
takeScreenshot(CONTINUE_ON_FAILURE),,,,2024-03-05 13:50:42,2024-03-05 13:50:43,0.420s,PASSED
"tap(findTestObject(""Global Account Page/dynamicText"", [""text"":""Share Receipt""]), 0, CONTINUE_ON_FAILURE)",,Tap Share receipt,,2024-03-05 13:50:43,2024-03-05 13:50:43,0.144s,PASSED
delay(5),,,,2024-03-05 13:50:43,2024-03-05 13:50:48,5.014s,PASSED
"waitForElementPresent(findTestObject(""Global Account Page/dynamicText"", [""text"":""Currency Exchange""]), 5, CONTINUE_ON_FAILURE)",,Wait for Share Receipt to show,,2024-03-05 13:50:48,2024-03-05 13:50:48,0.206s,PASSED
delay(5),,,,2024-03-05 13:50:48,2024-03-05 13:50:53,5.024s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Completed""]), 5, CONTINUE_ON_FAILURE)",,Receipt show successful,,2024-03-05 13:50:53,2024-03-05 13:50:53,0.118s,PASSED
"verifyElementExist(findTestObject(""Global Account Page/dynamicText"", [""text"":""Currency Exchange""]), 5, CONTINUE_ON_FAILURE)",,,,2024-03-05 13:50:53,2024-03-05 13:50:53,0.085s,PASSED
takeScreenshot(),,,,2024-03-05 13:50:53,2024-03-05 13:50:54,0.427s,PASSED
utilities.Mobile_Keywords.scrollFromTopToBottom(),,,,2024-03-05 13:50:54,2024-03-05 13:51:00,6.654s,PASSED
takeScreenshot(),,,,2024-03-05 13:51:00,2024-03-05 13:51:01,0.389s,PASSED
